nada,latitude,longitude,GRE
49,-7.5114399999999995,-37.6357,10
79,-7.0918,-38.1681,6
87,-7.03943,-35.6206,2
87,-7.03943,-35.6206,2
87,-7.03943,-35.6206,2
87,-7.03943,-35.6206,2
88,-7.05377,-35.7591,2
88,-7.05377,-35.7591,2
89,-6.9465699999999995,-35.5332,1
97,-7.736680000000001,-36.0511,2
115,-6.892919999999999,-36.0129,2
116,-7.4297699999999995,-34.9057,0
116,-7.4297699999999995,-34.9057,0
116,-7.4297699999999995,-34.9057,0
205,-7.55502,-37.0628,4
268,-6.784660000000001,-38.0803,9
292,-6.8437399999999995,-35.3737,1
292,-6.8437399999999995,-35.3737,1
340,-6.828130000000001,-35.7552,2
340,-6.828130000000001,-35.7552,2
351,-6.5484800000000005,-35.7498,1
351,-6.5484800000000005,-35.7498,1
367,-6.96396,-35.6977,2
367,-6.96396,-35.6977,2
367,-6.96396,-35.6977,2
367,-6.96396,-35.6977,2
370,-7.11702,-36.9404,5
371,-7.04789,-35.9313,2
388,-7.54473,-35.7066,2
388,-7.54473,-35.7066,2
412,-7.072310000000001,-36.725,2
454,-6.692089999999999,-34.9381,13
454,-6.692089999999999,-34.9381,13
454,-6.692089999999999,-34.9381,13
478,-6.74775,-35.6246,1
478,-6.74775,-35.6246,1
496,-6.63484,-36.2601,3
511,-6.718160000000001,-36.0671,3
511,-6.718160000000001,-36.0671,3
512,-7.518089999999999,-35.9913,2
515,-7.74603,-36.3209,2
567,-7.1238,-34.9293,0
567,-7.1238,-34.9293,0
567,-7.1238,-34.9293,0
567,-7.1238,-34.9293,0
567,-7.1238,-34.9293,0
567,-7.1238,-34.9293,0
567,-7.1238,-34.9293,0
567,-7.1238,-34.9293,0
567,-7.1238,-34.9293,0
567,-7.1238,-34.9293,0
567,-7.1238,-34.9293,0
581,-6.742610000000001,-35.5166,1
581,-6.742610000000001,-35.5166,1
584,-6.18515,-37.5348,7
584,-6.18515,-37.5348,7
610,-6.44572,-38.5521,8
639,-7.40982,-38.2113,6
643,-7.26365,-36.2357,2
678,-6.81601,-38.6453,8
703,-6.4417599999999995,-37.9234,7
703,-6.4417599999999995,-37.9234,7
718,-7.31341,-38.5133,8
718,-7.31341,-38.5133,8
720,-7.487,-36.1309,2
720,-7.487,-36.1309,2
720,-7.487,-36.1309,2
728,-6.801989999999999,-35.6187,1
771,-6.34185,-37.4943,7
771,-6.34185,-37.4943,7
773,-6.37065,-37.8253,7
817,-7.513510000000001,-34.9055,0
817,-7.513510000000001,-34.9055,0
820,-7.488989999999999,-36.287,2
820,-7.488989999999999,-36.287,2
825,-6.987310000000001,-34.8284,0
825,-6.987310000000001,-34.8284,0
825,-6.987310000000001,-34.8284,0
825,-6.987310000000001,-34.8284,0
825,-6.987310000000001,-34.8284,0
825,-6.987310000000001,-34.8284,0
825,-6.987310000000001,-34.8284,0
825,-6.987310000000001,-34.8284,0
825,-6.987310000000001,-34.8284,0
848,-6.913530000000001,-38.676,8
858,-7.1212800000000005,-37.1563,5
859,-6.6386,-35.7778,1
859,-6.6386,-35.7778,1
859,-6.6386,-35.7778,1
860,-7.207210000000001,-37.0604,5
884,-6.62115,-35.4581,1
884,-6.62115,-35.4581,1
895,-6.880039999999999,-38.5577,8
895,-6.880039999999999,-38.5577,8
895,-6.880039999999999,-38.5577,8
895,-6.880039999999999,-38.5577,8
895,-6.880039999999999,-38.5577,8
895,-6.880039999999999,-38.5577,8
895,-6.880039999999999,-38.5577,8
895,-6.880039999999999,-38.5577,8
895,-6.880039999999999,-38.5577,8
895,-6.880039999999999,-38.5577,8
895,-6.880039999999999,-38.5577,8
895,-6.880039999999999,-38.5577,8
897,-6.960160000000001,-37.8009,12
906,-7.1025,-35.3272,11
906,-7.1025,-35.3272,11
917,-7.88503,-36.8242,4
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
946,-7.22196,-35.8731,2
1064,-6.916239999999999,-35.1673,13
1101,-7.72049,-36.492,4
1149,-7.03414,-38.3399,8
1149,-7.03414,-38.3399,8
1166,-6.779539999999999,-35.8179,1
1189,-7.120080000000001,-37.6064,5
1191,-6.3406199999999995,-37.747,7
1191,-6.3406199999999995,-37.747,7
1191,-6.3406199999999995,-37.747,7
1191,-6.3406199999999995,-37.747,7
1191,-6.3406199999999995,-37.747,7
1191,-6.3406199999999995,-37.747,7
1191,-6.3406199999999995,-37.747,7
1198,-7.416589999999999,-36.0306,2
1324,-7.5510600000000005,-38.5014,6
1324,-7.5510600000000005,-38.5014,6
1324,-7.5510600000000005,-38.5014,6
1324,-7.5510600000000005,-38.5014,6
1324,-7.5510600000000005,-38.5014,6
1349,-6.89831,-37.606,12
1351,-7.257460000000001,-34.8999,0
1351,-7.257460000000001,-34.8999,0
1358,-7.790780000000001,-36.6581,4
1387,-7.00712,-37.9346,6
1387,-7.00712,-37.9346,6
1443,-7.62365,-36.6064,4
1475,-7.1390199999999995,-35.0857,0
1475,-7.1390199999999995,-35.0857,0
1475,-7.1390199999999995,-35.0857,0
1475,-7.1390199999999995,-35.0857,0
1490,-6.866860000000001,-36.3619,3
1492,-6.47647,-36.1515,3
1492,-6.47647,-36.1515,3
1492,-6.47647,-36.1515,3
1492,-6.47647,-36.1515,3
1493,-6.91292,-35.2502,13
1494,-6.89058,-35.5215,1
1513,-6.72325,-35.2639,13
1516,-7.53075,-38.1962,6
1527,-6.63161,-35.9101,3
1547,-7.287000000000001,-37.0925,5
1547,-7.287000000000001,-37.0925,5
1552,-7.4173800000000005,-38.2615,6
1552,-7.4173800000000005,-38.2615,6
1552,-7.4173800000000005,-38.2615,6
1610,-6.615660000000001,-35.6205,1
1633,-6.684989999999999,-35.418,1
1633,-6.684989999999999,-35.418,1
1654,-7.099639999999999,-37.7163,5
1694,-7.02278,-35.8597,2
1694,-7.02278,-35.8597,2
1735,-7.344539999999999,-35.7931,2
1735,-7.344539999999999,-35.7931,2
1861,-6.39759,-36.4526,3
1874,-7.582789999999999,-35.7899,2
2000,-6.850639999999999,-35.485,1
2000,-6.850639999999999,-35.485,1
2000,-6.850639999999999,-35.485,1
2000,-6.850639999999999,-35.485,1
2000,-6.850639999999999,-35.485,1
2000,-6.850639999999999,-35.485,1
2000,-6.850639999999999,-35.485,1
2000,-6.850639999999999,-35.485,1
2000,-6.850639999999999,-35.485,1
2000,-6.850639999999999,-35.485,1
2000,-6.850639999999999,-35.485,1
2047,-7.1233,-35.4222,11
2048,-7.24833,-36.4923,4
2093,-7.47957,-38.4059,6
2093,-7.47957,-38.4059,6
2093,-7.47957,-38.4059,6
2141,-7.1718399999999995,-38.1478,6
2175,-7.3889,-37.5079,10
2175,-7.3889,-37.5079,10
2175,-7.3889,-37.5079,10
2202,-7.281439999999999,-35.605,11
2202,-7.281439999999999,-35.605,11
2202,-7.281439999999999,-35.605,11
2283,-7.33167,-35.3317,11
2283,-7.33167,-35.3317,11
2283,-7.33167,-35.3317,11
2283,-7.33167,-35.3317,11
2283,-7.33167,-35.3317,11
2392,-7.30202,-38.1504,6
2392,-7.30202,-38.1504,6
2392,-7.30202,-38.1504,6
2392,-7.30202,-38.1504,6
2392,-7.30202,-38.1504,6
2392,-7.30202,-38.1504,6
2394,-6.823739999999999,-35.2406,13
2394,-6.823739999999999,-35.2406,13
2419,-7.38115,-35.638000000000005,2
2471,-6.61453,-35.289,13
2471,-6.61453,-35.289,13
2572,-6.54577,-37.8036,7
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2595,-7.1150899999999995,-34.8641,0
2603,-6.483619999999999,-38.4764,8
2619,-7.1713,-35.5686,11
2622,-7.060919999999999,-36.5793,2
2622,-7.060919999999999,-36.5793,2
2637,-6.99269,-36.7166,5
2652,-7.36176,-35.2321,11
2652,-7.36176,-35.2321,11
2653,-7.5298300000000005,-37.815,10
2653,-7.5298300000000005,-37.815,10
2680,-6.585719999999999,-37.9127,12
2680,-6.585719999999999,-37.9127,12
2687,-6.67213,-35.3706,13
2687,-6.67213,-35.3706,13
2712,-7.15535,-35.8491,2
2748,-6.50603,-38.1742,9
2787,-7.37113,-36.9491,2
2792,-6.611910000000001,-35.4384,1
2802,-6.90258,-34.8748,0
2852,-7.25201,-37.4322,5
2875,-6.897189999999999,-37.5221,5
2876,-6.8337,-35.1213,13
2876,-6.8337,-35.1213,13
2876,-6.8337,-35.1213,13
2876,-6.8337,-35.1213,13
2876,-6.8337,-35.1213,13
2876,-6.8337,-35.1213,13
2876,-6.8337,-35.1213,13
2876,-6.8337,-35.1213,13
2882,-7.703310000000001,-38.1523,10
2882,-7.703310000000001,-38.1523,10
2935,-6.76535,-35.0087,13
2935,-6.76535,-35.0087,13
2935,-6.76535,-35.0087,13
2935,-6.76535,-35.0087,13
2935,-6.76535,-35.0087,13
2948,-7.059419999999999,-35.318000000000005,0
2948,-7.059419999999999,-35.318000000000005,0
2948,-7.059419999999999,-35.318000000000005,0
2972,-6.82748,-38.3528,9
2989,-7.18995,-35.7848,2
2989,-7.18995,-35.7848,2
2997,-6.59673,-35.0531,13
3008,-7.124860000000001,-35.7669,2
3008,-7.124860000000001,-35.7669,2
3012,-6.54018,-37.7279,7
3024,-7.261880000000001,-37.351,5
3108,-7.28517,-35.4832,11
3127,-7.088480000000001,-35.9592,2
3153,-7.20402,-38.5838,8
3160,-7.88363,-37.1184,4
3160,-7.88363,-37.1184,4
3160,-7.88363,-37.1184,4
3160,-7.88363,-37.1184,4
3210,-7.02525,-35.46,1
3210,-7.02525,-35.46,1
3210,-7.02525,-35.46,1
3210,-7.02525,-35.46,1
3245,-7.63514,-35.5586,2
3245,-7.63514,-35.5586,2
3254,-6.9114,-38.321999999999996,9
3254,-6.9114,-38.321999999999996,9
3323,-6.45056,-36.2057,3
3323,-6.45056,-36.2057,3
3355,-7.47232,-38.0382,6
3355,-7.47232,-38.0382,6
3360,-6.67122,-36.422,3
3435,-7.22118,-37.7406,6
3435,-7.22118,-37.7406,6
3448,-6.9843399999999995,-36.241,2
3486,-7.616039999999999,-37.1519,4
3603,-7.30975,-36.6522,4
3633,-7.13467,-37.0433,5
3647,-7.01743,-37.2747,5
3647,-7.01743,-37.2747,5
3647,-7.01743,-37.2747,5
3647,-7.01743,-37.2747,5
3647,-7.01743,-37.2747,5
3647,-7.01743,-37.2747,5
3647,-7.01743,-37.2747,5
3647,-7.01743,-37.2747,5
3647,-7.01743,-37.2747,5
3647,-7.01743,-37.2747,5
3647,-7.01743,-37.2747,5
3647,-7.01743,-37.2747,5
3667,-6.59138,-37.6185,12
3667,-6.59138,-37.6185,12
3690,-7.421689999999999,-38.0689,6
3690,-7.421689999999999,-38.0689,6
3697,-6.749969999999999,-36.4758,3
3697,-6.749969999999999,-36.4758,3
3705,-7.39107,-35.1065,11
3705,-7.39107,-35.1065,11
3725,-6.63323,-35.2966,13
3768,-7.192819999999999,-37.9289,6
3768,-7.192819999999999,-37.9289,6
3768,-7.192819999999999,-37.9289,6
3774,-6.50845,-36.3497,3
3774,-6.50845,-36.3497,3
3774,-6.50845,-36.3497,3
3782,-7.26403,-35.2523,11
3782,-7.26403,-35.2523,11
3782,-7.26403,-35.2523,11
3787,-6.86827,-35.613,1
3787,-6.86827,-35.613,1
3788,-6.84277,-35.531,1
3863,-6.77922,-35.4906,1
3863,-6.77922,-35.4906,1
3868,-7.4664,-34.8151,0
3868,-7.4664,-34.8151,0
3888,-7.06658,-36.0668,2
3890,-6.39876,-38.4909,8
3893,-6.564010000000001,-38.5111,8
3903,-6.76606,-37.8003,12
3903,-6.76606,-37.8003,12
3903,-6.76606,-37.8003,12
3903,-6.76606,-37.8003,12
3903,-6.76606,-37.8003,12
3903,-6.76606,-37.8003,12
3903,-6.76606,-37.8003,12
3903,-6.76606,-37.8003,12
4006,-7.6882600000000005,-37.0801,4
4006,-7.6882600000000005,-37.0801,4
4044,-7.73175,-37.9886,10
4044,-7.73175,-37.9886,10
4044,-7.73175,-37.9886,10
4044,-7.73175,-37.9886,10
4044,-7.73175,-37.9886,10
4055,-7.154789999999999,-35.9543,2
4055,-7.154789999999999,-35.9543,2
4055,-7.154789999999999,-35.9543,2
4070,-7.350289999999999,-35.9031,2
4070,-7.350289999999999,-35.9031,2
4070,-7.350289999999999,-35.9031,2
4089,-7.0224,-37.1458,5
4125,-6.94992,-35.8011,2
4125,-6.94992,-35.8011,2
4138,-6.54269,-35.661,1
4141,-7.25347,-35.6693,11
4144,-7.14173,-35.2914,0
4151,-7.68023,-36.157,2
4152,-6.44067,-37.6483,7
4244,-6.8038300000000005,-35.0776,13
4244,-6.8038300000000005,-35.0776,13
4244,-6.8038300000000005,-35.0776,13
4244,-6.8038300000000005,-35.0776,13
4244,-6.8038300000000005,-35.0776,13
4244,-6.8038300000000005,-35.0776,13
4309,-7.10098,-36.8458,5
4312,-7.35337,-35.4305,11
4312,-7.35337,-35.4305,11
4312,-7.35337,-35.4305,11
4312,-7.35337,-35.4305,11
4361,-7.7389,-35.8764,2
4367,-6.5237,-38.0617,9
4367,-6.5237,-38.0617,9
4401,-6.7176,-38.6427,8
4401,-6.7176,-38.6427,8
4406,-7.621,-38.554,6
4422,-6.86092,-36.9178,5
4422,-6.86092,-36.9178,5
4422,-6.86092,-36.9178,5
4422,-6.86092,-36.9178,5
4452,-7.11724,-34.9753,0
4452,-7.11724,-34.9753,0
4452,-7.11724,-34.9753,0
4452,-7.11724,-34.9753,0
4452,-7.11724,-34.9753,0
4452,-7.11724,-34.9753,0
4452,-7.11724,-34.9753,0
4452,-7.11724,-34.9753,0
4452,-7.11724,-34.9753,0
4452,-7.11724,-34.9753,0
4452,-7.11724,-34.9753,0
4452,-7.11724,-34.9753,0
4452,-7.11724,-34.9753,0
4452,-7.11724,-34.9753,0
4452,-7.11724,-34.9753,0
4452,-7.11724,-34.9753,0
4452,-7.11724,-34.9753,0
4452,-7.11724,-34.9753,0
4480,-7.0796399999999995,-37.4435,5
4501,-7.54705,-38.3236,6
4521,-7.38162,-37.9819,6
4521,-7.38162,-37.9819,6
4535,-7.220160000000001,-36.6213,4
4585,-6.885960000000001,-37.7243,12
4586,-6.48529,-37.4488,7
4586,-6.48529,-37.4488,7
4586,-6.48529,-37.4488,7
4614,-6.80313,-37.9488,12
4621,-7.6327300000000005,-36.4374,2
4639,-6.60773,-38.0968,9
4709,-7.38168,-36.5345,4
4709,-7.38168,-36.5345,4
4724,-6.72195,-38.4468,8
4724,-6.72195,-38.4468,8
4724,-6.72195,-38.4468,8
4724,-6.72195,-38.4468,8
4724,-6.72195,-38.4468,8
4724,-6.72195,-38.4468,8
4728,-8.07703,-36.8547,4
4746,-6.93646,-38.1622,9
4755,-7.246360000000001,-38.2989,6
4756,-6.839739999999999,-37.3214,5
4758,-7.1187,-38.501999999999995,8
4758,-7.1187,-38.501999999999995,8
4758,-7.1187,-38.501999999999995,8
4758,-7.1187,-38.501999999999995,8
4759,-7.736330000000001,-38.0894,10
4765,-7.1607,-37.3036,5
4766,-6.21054,-37.3601,7
4789,-6.76295,-36.7972,5
4797,-7.38775,-36.8085,4
4800,-7.2523800000000005,-35.3725,11
4820,-6.92386,-37.0954,5
4820,-6.92386,-37.0954,5
4836,-7.24764,-35.2016,11
4836,-7.24764,-35.2016,11
4893,-7.110339999999999,-35.8678,2
4893,-7.110339999999999,-35.8678,2
4905,-8.15289,-37.0138,4
4922,-6.854260000000001,-36.4122,3
4922,-6.854260000000001,-36.4122,3
4926,-7.09359,-35.228,0
4926,-7.09359,-35.228,0
4926,-7.09359,-35.228,0
4926,-7.09359,-35.228,0
4926,-7.09359,-35.228,0
4926,-7.09359,-35.228,0
4996,-7.480339999999999,-36.666,4
4996,-7.480339999999999,-36.666,4
4996,-7.480339999999999,-36.666,4
4996,-7.480339999999999,-36.666,4
4998,-6.68527,-35.4379,1
4998,-6.68527,-35.4379,1
5007,-7.209569999999999,-38.3647,6
5012,-7.18622,-35.6842,2
5021,-6.815689999999999,-35.6282,1
5021,-6.815689999999999,-35.6282,1
5034,-6.75127,-35.4372,1
5034,-6.75127,-35.4372,1
5074,-7.14429,-35.2357,0
5079,-6.75161,-35.6636,1
5079,-6.75161,-35.6636,1
5079,-6.75161,-35.6636,1
5079,-6.75161,-35.6636,1
5080,-7.0582899999999995,-36.3668,2
5080,-7.0582899999999995,-36.3668,2
5090,-6.77067,-36.2538,3
5092,-6.75148,-38.2311,9
5092,-6.75148,-38.2311,9
5092,-6.75148,-38.2311,9
5092,-6.75148,-38.2311,9
5092,-6.75148,-38.2311,9
5092,-6.75148,-38.2311,9
5092,-6.75148,-38.2311,9
5092,-6.75148,-38.2311,9
5092,-6.75148,-38.2311,9
5092,-6.75148,-38.2311,9
5092,-6.75148,-38.2311,9
5092,-6.75148,-38.2311,9
5092,-6.75148,-38.2311,9
5092,-6.75148,-38.2311,9
5092,-6.75148,-38.2311,9
5092,-6.75148,-38.2311,9
5092,-6.75148,-38.2311,9
5101,-7.66206,-36.884,4
5121,-6.48759,-35.6367,1
5121,-6.48759,-35.6367,1
5155,-7.206289999999999,-36.8245,2
5155,-7.206289999999999,-36.8245,2
5187,-7.62697,-37.8712,10
5187,-7.62697,-37.8712,10
5189,-7.2210399999999995,-37.2525,5
5189,-7.2210399999999995,-37.2525,5
5201,-6.93855,-36.6273,2
5301,-6.5713,-38.5986,8
5301,-6.5713,-38.5986,8
5365,-6.51504,-38.4128,8
5365,-6.51504,-38.4128,8
5365,-6.51504,-38.4128,8
5365,-6.51504,-38.4128,8
5372,-7.69199,-35.6582,2
5446,-6.761889999999999,-36.9913,5
5501,-6.50684,-38.2567,9
5501,-6.50684,-38.2567,9
5531,-6.7303,-37.5704,12
5566,-8.07901,-37.1057,4
